dataset_name,sequence_name,Threshold AIDAqc Raters,Thresold Manual Raters,TP,TN,FP,FN,Total Count,Sensitivity-Recall,Specificity,Precision,Accuracy,F1 Score,,
7_r_Se,anat,1,1,3,88,15,19,125,0.136363636,0.854368932,0.166666667,0.728,0.15,,
7_r_Se,anat,2,1,3,99,4,19,125,0.136363636,0.961165049,0.428571429,0.816,0.206896552,,
7_m_Se,diff,1,3,1,78,14,7,100,0.125,0.847826087,0.066666667,0.79,0.086956522,,
117_m_Vr,func,2,2,1,12,0,7,20,0.125,1,1,0.65,0.222222222,,
117_m_Vr,func,3,2,1,12,0,7,20,0.125,1,1,0.65,0.222222222,,
7_m_Br,anat,1,1,3,0,0,21,24,0.125,,1,0.125,0.222222222,,
117_m_Ra,anat,1,1,1,276,42,7,326,0.125,0.867924528,0.023255814,0.849693252,0.039215686,,
117_m_Ra,anat,2,1,1,310,8,7,326,0.125,0.974842767,0.111111111,0.95398773,0.117647059,,
7_m_St,anat,1,2,1,9,2,7,19,0.125,0.818181818,0.333333333,0.526315789,0.181818182,,
94_m_Va,anat,1,1,1,47,7,7,62,0.125,0.87037037,0.125,0.774193548,0.125,,
94_m_Va,anat,2,1,1,52,2,7,62,0.125,0.962962963,0.333333333,0.85483871,0.181818182,,
94_m_Va,anat,3,1,1,53,1,7,62,0.125,0.981481481,0.5,0.870967742,0.2,,
7_m_Lo,diff,2,2,2,20,0,14,36,0.125,1,1,0.611111111,0.222222222,,
94_r_Fr,diff,2,1,3,175,11,21,210,0.125,0.940860215,0.214285714,0.847619048,0.157894737,,
164_m_Ku,diff,1,2,2,120,13,15,150,0.117647059,0.902255639,0.133333333,0.813333333,0.125,,
164_m_Ku,diff,2,2,2,127,6,15,150,0.117647059,0.954887218,0.25,0.86,0.16,,
164_m_Ku,diff,3,2,2,129,4,15,150,0.117647059,0.969924812,0.333333333,0.873333333,0.173913043,,
7_rab_Mu,anat,2,1,1,15,0,8,24,0.111111111,1,1,0.666666667,0.2,,
7_rab_Mu,anat,3,1,1,15,0,8,24,0.111111111,1,1,0.666666667,0.2,,
164_m_Ku,anat,1,1,40,86,6,330,462,0.108108108,0.934782609,0.869565217,0.272727273,0.192307692,,
7_m_Se,diff,1,2,3,60,12,25,100,0.107142857,0.833333333,0.2,0.63,0.139534884,,
94_m_We,func,1,4,0,88,8,67,171,0.106666667,0.916666667,0.5,0.561403509,0.175824176,,
164_m_Ku,anat,1,2,36,109,10,307,462,0.104956268,0.915966387,0.782608696,0.313852814,0.185089974,,
94_m_As,func,2,2,1,5,0,9,15,0.1,1,1,0.4,0.181818182,,
94_m_As,func,3,2,1,5,0,9,15,0.1,1,1,0.4,0.181818182,,
7_m_Mi,anat,2,1,1,64,2,9,76,0.1,0.96969697,0.333333333,0.855263158,0.153846154,,
7_m_Mi,anat,2,2,1,64,2,9,76,0.1,0.96969697,0.333333333,0.855263158,0.153846154,,
7_m_Mi,anat,3,1,1,64,2,9,76,0.1,0.96969697,0.333333333,0.855263158,0.153846154,,
7_m_Mi,anat,3,2,1,64,2,9,76,0.1,0.96969697,0.333333333,0.855263158,0.153846154,,
94_m_We,func,1,2,18,70,10,165,263,0.098360656,0.875,0.642857143,0.33460076,0.170616114,,
117c_m_Ri,func,1,1,1,5,2,10,18,0.090909091,0.714285714,0.333333333,0.333333333,0.142857143,,
164_m_Ku,diff,1,1,2,114,13,21,150,0.086956522,0.897637795,0.133333333,0.773333333,0.105263158,,
164_m_Ku,diff,2,1,2,121,6,21,150,0.086956522,0.952755906,0.25,0.82,0.129032258,,
164_m_Ku,diff,3,1,2,123,4,21,150,0.086956522,0.968503937,0.333333333,0.833333333,0.137931034,,
94_m_We,func,1,1,20,17,8,218,263,0.084033613,0.68,0.714285714,0.140684411,0.15037594,,
7_m_St,anat,2,1,1,7,0,11,19,0.083333333,1,1,0.421052632,0.153846154,,
7_m_St,anat,3,1,1,7,0,11,19,0.083333333,1,1,0.421052632,0.153846154,,
7_m_Lo,diff,2,1,2,12,0,22,36,0.083333333,1,1,0.388888889,0.153846154,,
94_m_We,func,2,3,7,173,3,80,263,0.08045977,0.982954545,0.7,0.684410646,0.144329897,,
94_r_Fr,anat,2,1,12,553,15,141,721,0.078431373,0.973591549,0.444444444,0.783633842,0.133333333,,
7_r_Se,diff,2,1,1,194,2,12,209,0.076923077,0.989795918,0.333333333,0.933014354,0.125,,
7_r_Se,diff,3,1,1,195,1,12,209,0.076923077,0.994897959,0.5,0.937799043,0.133333333,,
117_m_Ra,func,2,1,2,74,8,26,110,0.071428571,0.902439024,0.2,0.690909091,0.105263158,,
94_m_As,func,2,1,1,1,0,13,15,0.071428571,1,1,0.133333333,0.133333333,,
94_m_As,func,3,1,1,1,0,13,15,0.071428571,1,1,0.133333333,0.133333333,,
7_m_Lo,anat,1,1,2,82,0,26,110,0.071428571,1,1,0.763636364,0.133333333,,
7_m_Lo,anat,2,1,2,82,0,26,110,0.071428571,1,1,0.763636364,0.133333333,,
7_m_Se,anat,1,1,2,64,8,26,100,0.071428571,0.888888889,0.2,0.66,0.105263158,,
7_m_Br,diff,2,1,3,0,0,40,43,0.069767442,,1,0.069767442,0.130434783,,
94_m_We,func,1,5,0,92,4,70,171,0.066666667,0.958333333,0.555555556,0.567251462,0.119047619,,
94c_m_As,func,2,1,1,0,1,14,16,0.066666667,0,0.5,0.0625,0.117647059,,
117_m_Vr,func,2,1,1,4,0,15,20,0.0625,1,1,0.25,0.117647059,,
117_m_Vr,func,3,1,1,4,0,15,20,0.0625,1,1,0.25,0.117647059,,
94c_m_As,diff,2,1,1,0,0,15,16,0.0625,,1,0.0625,0.117647059,,
94c_m_As,diff,3,1,1,0,0,15,16,0.0625,,1,0.0625,0.117647059,,
94_r_We,diff,2,1,2,0,0,30,32,0.0625,,1,0.0625,0.117647059,,
94_m_We,func,2,4,0,108,13,47,171,0.06,0.892561983,0.1875,0.649122807,0.090909091,,
94_m_We,func,3,3,5,173,3,82,263,0.057471264,0.982954545,0.625,0.676806084,0.105263158,,
164_m_Ku,anat,1,4,2,382,44,34,462,0.055555556,0.896713615,0.043478261,0.831168831,0.048780488,,
7_m_Bo,diff,1,1,1,11,6,17,35,0.055555556,0.647058824,0.142857143,0.342857143,0.08,,
7_m_Bo,diff,2,1,1,15,2,17,35,0.055555556,0.882352941,0.333333333,0.457142857,0.095238095,,
7_m_Bo,diff,3,1,1,16,1,17,35,0.055555556,0.941176471,0.5,0.485714286,0.1,,
94_m_Va,diff,1,1,8,30,18,141,197,0.053691275,0.625,0.307692308,0.192893401,0.091428571,,
94_g_We,func,1,1,5,0,0,100,105,0.047619048,,1,0.047619048,0.090909091,,
7_m_Br,diff,1,2,1,17,5,20,43,0.047619048,0.772727273,0.166666667,0.418604651,0.074074074,,
7_m_Br,diff,2,2,1,20,2,20,43,0.047619048,0.909090909,0.333333333,0.488372093,0.083333333,,
7_m_Br,diff,3,2,1,21,1,20,43,0.047619048,0.954545455,0.5,0.511627907,0.086956522,,
7_m_Br,diff,4,2,1,21,1,20,43,0.047619048,0.954545455,0.5,0.511627907,0.086956522,,
7_m_Br,diff,5,2,1,21,1,20,43,0.047619048,0.954545455,0.5,0.511627907,0.086956522,,
94_m_Va,diff,1,3,2,130,24,41,197,0.046511628,0.844155844,0.076923077,0.670050761,0.057971014,,
7_m_Br,diff,3,1,2,0,0,41,43,0.046511628,,1,0.046511628,0.088888889,,
7_m_Br,diff,4,1,2,0,0,41,43,0.046511628,,1,0.046511628,0.088888889,,
7_m_Br,diff,5,1,2,0,0,41,43,0.046511628,,1,0.046511628,0.088888889,,
94_m_We,func,4,3,4,174,2,83,263,0.045977011,0.988636364,0.666666667,0.676806084,0.086021505,,
94_r_Fr,anat,3,1,7,559,9,146,721,0.045751634,0.98415493,0.4375,0.785020804,0.082840237,,
94_m_We,func,2,2,8,78,2,175,263,0.043715847,0.975,0.8,0.326996198,0.082901554,,
94_m_We,func,2,5,0,133,15,22,171,0.043478261,0.898648649,0.0625,0.783625731,0.051282051,,
94_m_We,func,3,4,0,140,8,22,171,0.043478261,0.945945946,0.111111111,0.824561404,0.0625,,
7_m_Br,anat,2,1,1,0,0,23,24,0.041666667,,1,0.041666667,0.08,,
7_m_Br,anat,3,1,1,0,0,23,24,0.041666667,,1,0.041666667,0.08,,
94_r_Fr,diff,3,1,1,181,5,23,210,0.041666667,0.97311828,0.166666667,0.866666667,0.066666667,,
94_r_Fr,diff,4,1,1,184,2,23,210,0.041666667,0.989247312,0.333333333,0.880952381,0.074074074,,
94_r_Fr,diff,5,1,1,186,0,23,210,0.041666667,1,1,0.89047619,0.08,,
164_m_Ku,anat,2,1,14,88,4,356,462,0.037837838,0.956521739,0.777777778,0.220779221,0.072164948,,
94_m_Va,diff,1,2,3,92,23,79,197,0.036585366,0.8,0.115384615,0.482233503,0.055555556,,
164_m_Ku,anat,2,3,4,338,14,106,462,0.036363636,0.960227273,0.222222222,0.74025974,0.0625,,
117_m_Ra,func,3,1,1,78,4,27,110,0.035714286,0.951219512,0.2,0.718181818,0.060606061,,
7_m_Se,anat,2,1,1,69,3,27,100,0.035714286,0.958333333,0.25,0.7,0.0625,,
7_m_Se,anat,3,1,1,70,2,27,100,0.035714286,0.972222222,0.333333333,0.71,0.064516129,,
94_m_We,func,2,1,8,23,2,230,263,0.033613445,0.92,0.8,0.117870722,0.064516129,,
94_m_We,func,3,2,6,78,2,177,263,0.032786885,0.975,0.75,0.319391635,0.062827225,,
94_r_We,diff,3,1,1,0,0,31,32,0.03125,,1,0.03125,0.060606061,,
164_m_Ku,anat,2,2,10,111,8,333,462,0.029154519,0.932773109,0.555555556,0.261904762,0.055401662,,
94_g_We,func,2,1,3,0,0,102,105,0.028571429,,1,0.028571429,0.055555556,,
94_g_We,func,3,1,3,0,0,102,105,0.028571429,,1,0.028571429,0.055555556,,
94_g_We,func,4,1,3,0,0,102,105,0.028571429,,1,0.028571429,0.055555556,,
94_m_We,func,4,2,5,79,1,178,263,0.027322404,0.9875,0.833333333,0.319391635,0.052910053,,
164_m_Ku,anat,3,3,3,344,8,107,462,0.027272727,0.977272727,0.272727273,0.751082251,0.049586777,,
94_m_We,func,3,1,6,23,2,232,263,0.025210084,0.92,0.75,0.11026616,0.048780488,,
7_m_Se,diff,2,1,2,18,2,78,100,0.025,0.9,0.5,0.2,0.047619048,,
94_m_Va,diff,2,3,1,149,5,42,197,0.023255814,0.967532468,0.166666667,0.76142132,0.040816327,,
94_m_We,func,5,3,2,176,0,85,263,0.022988506,1,1,0.676806084,0.04494382,,
164_m_Ku,anat,3,1,8,89,3,362,462,0.021621622,0.967391304,0.727272727,0.20995671,0.041994751,,
94_m_We,func,4,1,5,24,1,233,263,0.021008403,0.96,0.833333333,0.11026616,0.040983607,,
94_m_We,func,3,5,0,113,8,49,171,0.02,0.933884298,0.111111111,0.666666667,0.033898305,,
94_r_Fr,anat,4,1,3,566,2,150,721,0.019607843,0.996478873,0.6,0.789181692,0.037974684,,
94_g_We,func,5,1,2,0,0,103,105,0.019047619,,1,0.019047619,0.037383178,,
94_r_Fr,anat,1,2,1,583,81,56,721,0.01754386,0.878012048,0.012195122,0.80998613,0.014388489,,
94_r_Fr,anat,2,2,1,638,26,56,721,0.01754386,0.960843373,0.037037037,0.886269071,0.023809524,,
94_r_Fr,anat,3,2,1,649,15,56,721,0.01754386,0.977409639,0.0625,0.901525659,0.02739726,,
164_m_Ku,anat,3,2,6,114,5,337,462,0.017492711,0.957983193,0.545454545,0.25974026,0.033898305,,
94_m_We,func,4,4,0,93,3,74,171,0.013333333,0.96875,0.25,0.549707602,0.025316456,,
7_m_Se,diff,3,1,1,20,0,79,100,0.0125,1,1,0.21,0.024691358,,
94_m_Va,diff,2,2,1,110,5,81,197,0.012195122,0.956521739,0.166666667,0.563451777,0.022727273,,
94_m_We,func,5,2,2,80,0,181,263,0.010928962,1,1,0.311787072,0.021621622,,
164_m_Ku,anat,4,1,4,91,1,366,462,0.010810811,0.989130435,0.8,0.205627706,0.021333333,,
164_m_Ku,anat,4,3,1,348,4,109,462,0.009090909,0.988636364,0.2,0.755411255,0.017391304,,
94_m_We,func,5,1,2,25,0,236,263,0.008403361,1,1,0.102661597,0.016666667,,
94_m_Va,diff,2,1,1,43,5,148,197,0.006711409,0.895833333,0.166666667,0.223350254,0.012903226,,
164_m_Ku,anat,4,2,2,116,3,341,462,0.005830904,0.974789916,0.4,0.255411255,0.011494253,,
164_m_Ku,anat,5,1,2,91,1,368,462,0.005405405,0.989130435,0.666666667,0.201298701,0.010723861,,
164_m_Ku,anat,5,2,1,117,2,342,462,0.002915452,0.983193277,0.333333333,0.255411255,0.005780347,,
117c_m_Ri,diff,2,1,0,5,1,12,18,0,0.833333333,0,0.277777778,0,,
117c_m_Ri,diff,2,2,0,12,1,5,18,0,0.923076923,0,0.666666667,0,,
117c_m_Ri,diff,3,1,0,5,1,12,18,0,0.833333333,0,0.277777778,0,,
117c_m_Ri,diff,3,2,0,12,1,5,18,0,0.923076923,0,0.666666667,0,,
117c_m_Ri,diff,4,1,0,6,0,12,18,0,1,,0.333333333,0,,
117c_m_Ri,diff,4,2,0,13,0,5,18,0,1,,0.722222222,0,,
117c_m_Ri,diff,1,3,0,12,3,3,18,0,0.8,0,0.666666667,0,,
117c_m_Ri,diff,5,1,0,6,0,12,18,0,1,,0.333333333,0,,
117c_m_Ri,diff,5,2,0,13,0,5,18,0,1,,0.722222222,0,,
117c_m_Ri,diff,2,3,0,14,1,3,18,0,0.933333333,0,0.777777778,0,,
117_m_Ra,diff,1,1,0,15,7,4,26,0,0.681818182,0,0.576923077,0,,
117_m_Ra,diff,1,2,0,16,7,3,26,0,0.695652174,0,0.615384615,0,,
117c_m_Ri,diff,3,3,0,14,1,3,18,0,0.933333333,0,0.777777778,0,,
117c_m_Ri,diff,4,3,0,15,0,3,18,0,1,,0.833333333,0,,
117c_m_Ri,diff,5,3,0,15,0,3,18,0,1,,0.833333333,0,,
117_m_Ra,diff,2,1,0,19,3,4,26,0,0.863636364,0,0.730769231,0,,
117_m_Ra,diff,2,2,0,20,3,3,26,0,0.869565217,0,0.769230769,0,,
117_m_Ra,diff,1,3,0,18,7,1,26,0,0.72,0,0.692307692,0,,
117_m_Ra,diff,1,4,0,18,7,1,26,0,0.72,0,0.692307692,0,,
117_m_Ra,diff,2,3,0,22,3,1,26,0,0.88,0,0.846153846,0,,
117_m_Ra,diff,3,1,0,21,1,4,26,0,0.954545455,0,0.807692308,0,,
117_m_Ra,diff,3,2,0,22,1,3,26,0,0.956521739,0,0.846153846,0,,
117_m_Ra,diff,2,4,0,22,3,1,26,0,0.88,0,0.846153846,0,,
117_m_Ra,diff,3,3,0,24,1,1,26,0,0.96,0,0.923076923,0,,
117_m_Ra,diff,3,4,0,24,1,1,26,0,0.96,0,0.923076923,0,,
117_m_Ra,diff,4,1,0,22,0,4,26,0,1,,0.846153846,0,,
117_m_Ra,diff,4,2,0,23,0,3,26,0,1,,0.884615385,0,,
117_m_Ra,diff,4,3,0,25,0,1,26,0,1,,0.961538462,0,,
117_m_Ra,diff,4,4,0,25,0,1,26,0,1,,0.961538462,0,,
117_m_Ra,diff,5,1,0,22,0,4,26,0,1,,0.846153846,0,,
117_m_Ra,diff,5,2,0,23,0,3,26,0,1,,0.884615385,0,,
117_m_Ra,diff,5,3,0,25,0,1,26,0,1,,0.961538462,0,,
117_m_Ra,diff,5,4,0,25,0,1,26,0,1,,0.961538462,0,,
117c_m_Ri,func,1,2,0,11,3,4,18,0,0.785714286,0,0.611111111,0,,
117c_m_Ri,func,1,3,0,12,3,3,18,0,0.8,0,0.666666667,0,,
117c_m_Ri,func,2,1,0,6,1,11,18,0,0.857142857,0,0.333333333,0,,
117c_m_Ri,func,2,2,0,13,1,4,18,0,0.928571429,0,0.722222222,0,,
117c_m_Ri,func,2,3,0,14,1,3,18,0,0.933333333,0,0.777777778,0,,
117c_m_Ri,func,3,1,0,7,0,11,18,0,1,,0.388888889,0,,
117c_m_Ri,func,3,2,0,14,0,4,18,0,1,,0.777777778,0,,
117c_m_Ri,func,3,3,0,15,0,3,18,0,1,,0.833333333,0,,
117c_m_Ri,func,4,1,0,7,0,11,18,0,1,,0.388888889,0,,
117c_m_Ri,func,4,2,0,14,0,4,18,0,1,,0.777777778,0,,
117c_m_Ri,func,4,3,0,15,0,3,18,0,1,,0.833333333,0,,
117c_m_Ri,func,5,1,0,7,0,11,18,0,1,,0.388888889,0,,
164_m_Ku,diff,1,3,0,130,15,5,150,0,0.896551724,0,0.866666667,0,,
164_m_Ku,diff,1,4,0,134,15,1,150,0,0.899328859,0,0.893333333,0,,
164_m_Ku,diff,2,3,0,137,8,5,150,0,0.944827586,0,0.913333333,0,,
164_m_Ku,diff,2,4,0,141,8,1,150,0,0.946308725,0,0.94,0,,
164_m_Ku,diff,3,3,0,139,6,5,150,0,0.95862069,0,0.926666667,0,,
164_m_Ku,diff,3,4,0,143,6,1,150,0,0.959731544,0,0.953333333,0,,
164_m_Ku,diff,4,1,0,125,2,23,150,0,0.984251969,0,0.833333333,0,,
164_m_Ku,diff,4,2,0,131,2,17,150,0,0.984962406,0,0.873333333,0,,
164_m_Ku,diff,4,3,0,143,2,5,150,0,0.986206897,0,0.953333333,0,,
164_m_Ku,diff,4,4,0,147,2,1,150,0,0.986577181,0,0.98,0,,
164_m_Ku,diff,5,1,0,126,1,23,150,0,0.992125984,0,0.84,0,,
164_m_Ku,diff,5,2,0,132,1,17,150,0,0.992481203,0,0.88,0,,
164_m_Ku,diff,5,3,0,144,1,5,150,0,0.993103448,0,0.96,0,,
164_m_Ku,diff,5,4,0,148,1,1,150,0,0.993288591,0,0.986666667,0,,
117_m_Ra,anat,1,3,0,281,43,2,326,0,0.867283951,0,0.86196319,0,,
117_m_Ra,anat,2,3,0,315,9,2,326,0,0.972222222,0,0.966257669,0,,
117_m_Ra,anat,3,3,0,321,3,2,326,0,0.990740741,0,0.984662577,0,,
117_m_Ra,anat,1,2,0,281,43,2,326,0,0.867283951,0,0.86196319,0,,
117_m_Ra,anat,4,3,0,323,1,2,326,0,0.99691358,0,0.990797546,0,,
117_m_Ra,anat,2,2,0,315,9,2,326,0,0.972222222,0,0.966257669,0,,
117_m_Ra,anat,5,3,0,324,0,2,326,0,1,,0.993865031,0,,
117_m_Ra,anat,3,1,0,315,3,8,326,0,0.990566038,0,0.966257669,0,,
117_m_Ra,anat,3,2,0,321,3,2,326,0,0.990740741,0,0.984662577,0,,
7_h_He,anat,2,3,0,7,1,2,10,0,0.875,0,0.7,0,,
117_m_Ra,anat,4,1,0,317,1,8,326,0,0.996855346,0,0.972392638,0,,
117_m_Ra,anat,4,2,0,323,1,2,326,0,0.99691358,0,0.990797546,0,,
7_h_He,anat,3,3,0,8,0,2,10,0,1,,0.8,0,,
117_m_Ra,anat,5,1,0,318,0,8,326,0,1,,0.975460123,0,,
117_m_Ra,anat,5,2,0,324,0,2,326,0,1,,0.993865031,0,,
7_h_He,anat,4,3,0,8,0,2,10,0,1,,0.8,0,,
117c_m_Ri,func,5,2,0,14,0,4,18,0,1,,0.777777778,0,,
117c_m_Ri,func,5,3,0,15,0,3,18,0,1,,0.833333333,0,,
117_m_Ra,func,1,2,0,81,19,10,110,0,0.81,0,0.736363636,0,,
117_m_Ra,func,1,3,0,86,19,5,110,0,0.819047619,0,0.781818182,0,,
117_m_Ra,func,2,2,0,90,10,10,110,0,0.9,0,0.818181818,0,,
117_m_Ra,func,2,3,0,95,10,5,110,0,0.904761905,0,0.863636364,0,,
117_m_Ra,func,3,2,0,95,5,10,110,0,0.95,0,0.863636364,0,,
117_m_Ra,func,3,3,0,100,5,5,110,0,0.952380952,0,0.909090909,0,,
117_m_Vr,anat,1,1,0,14,3,2,19,0,0.823529412,0,0.736842105,0,,
7_h_He,anat,5,3,0,8,0,2,10,0,1,,0.8,0,,
